original_title,original_language,popularity,spoken_languages,genres,production_companies,production_countries
Fur: An Imaginary Portrait of Diane Arbus,en,4.358255,['English'],"['Drama', 'Mystery', 'Romance']","['River Road Entertainment', 'Edward R. Pressman Film', 'Iron Film']",['United States of America']
Wall Street,en,24.898687,['English'],"['Crime', 'Drama']",['Twentieth Century Fox Film Corporation'],['United States of America']
Sense and Sensibility,en,20.898711,['English'],"['Drama', 'Romance']","['Columbia Pictures Corporation', 'Mirage Enterprises']","['United Kingdom', 'United States of America']"
Becoming Jane,en,18.236284,"['English', 'Türkçe']","['Drama', 'Romance']","['Ecosse Films', '2 Entertain', 'Bueprint Pictures']","['United Kingdom', 'United States of America']"
Sydney White,en,10.74648,['English'],['Comedy'],"['Morgan Creek Productions', 'Clifford Werber Productions', 'SW7D Productions']",['United States of America']
House of Sand and Fog,en,12.102725,"['English', 'فارسی']",['Drama'],"['DreamWorks SKG', 'Cobalt Media Group', 'Bisgrove Entertainment']",['United States of America']
Dead Poets Society,en,55.458584,['English'],['Drama'],"['Touchstone Pictures', 'Silver Screen Partners IV']",['United States of America']
Dumb and Dumber,en,35.777067,['English'],['Comedy'],"['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']",['United States of America']
When Harry Met Sally...,en,18.430419,['English'],"['Comedy', 'Romance', 'Drama']","['Castle Rock Entertainment', 'Nelson Entertainment']",['United States of America']
The Verdict,en,7.980632,['English'],['Drama'],['Twentieth Century Fox Film Corporation'],['United States of America']
Road Trip,en,14.759948,['English'],"['Comedy', 'Adventure']","['DreamWorks SKG', 'The Montecito Picture Company']",['United States of America']
Varsity Blues,en,9.229999,['English'],"['Comedy', 'Drama', 'Romance']","['Paramount Pictures', 'MTV Films']",['United States of America']
The Artist,en,29.943316,['Français'],"['Drama', 'Comedy', 'Romance']","['France 3 Cinéma', 'La Petite Reine', 'Studio 37', 'uFilm', 'Jouror Productions', 'La Classe Américaine', 'JD Prod']","['Belgium', 'France']"
The Unborn,en,15.788784,"['English', 'עִבְרִית']","['Horror', 'Thriller', 'Mystery']","['Rogue Pictures', 'Phantom Four', 'Platinum Dunes', 'Relativity Media']",['United States of America']
Moonrise Kingdom,en,41.083914,['English'],"['Comedy', 'Drama', 'Romance']","['Scott Rudin Productions', 'Indian Paintbrush', 'Focus Features', 'American Empirical Pictures', 'Moonrise']",['United States of America']
The Texas Chainsaw Massacre: The Beginning,en,21.380635,['English'],['Horror'],"['New Line Cinema', 'Next Entertainment', 'Platinum Dunes', 'Vortex/Henkel/Hooper', 'Texas Chainsaw Productions']",['United States of America']
The Young Messiah,en,1.884558,['English'],['Drama'],['Focus Features'],['United States of America']
The Master of Disguise,en,4.382761,['English'],"['Comedy', 'Family']","['Columbia Pictures', 'Revolution Studios', 'Happy Madison Productions']",['United States of America']
El laberinto del fauno,es,90.809408,['Español'],"['Fantasy', 'Drama', 'War']","['Estudios Picasso', 'Esperanto Filmoj', 'Tequila Gang']","['Spain', 'United States of America', 'Mexico']"
See Spot Run,en,6.579017,['Français'],"['Action', 'Comedy', 'Family']","['Village Roadshow Pictures', 'NPV Entertainment', 'Robert Simonds Productions', 'Warner Bros.', 'Spot Pictures']","['Australia', 'United States of America']"
Baby Boy,en,7.854989,['English'],"['Crime', 'Drama', 'Romance']","['Columbia Pictures', 'New Deal Productions']",['United States of America']
The Roommate,en,11.807269,['English'],"['Thriller', 'Drama', 'Horror']","['Vertigo Entertainment', 'Screen Gems']",['United States of America']
Joe Dirt,en,15.976335,['English'],"['Mystery', 'Adventure', 'Comedy', 'Romance', 'Drama']","['Columbia Pictures', 'Happy Madison Productions']",['United States of America']
Double Impact,en,10.484642,['English'],"['Thriller', 'Action', 'Crime', 'Drama']",['Stone Group Pictures'],['United States of America']
Hot Fuzz,en,38.623178,['English'],"['Crime', 'Action', 'Comedy']","['Universal Pictures', 'Big Talk Productions', 'StudioCanal', 'GAGA', 'Working Title Films']",['United Kingdom']
The Women,en,8.8321,['English'],"['Comedy', 'Drama', 'Romance']",['New Line Cinema'],['United States of America']
Vicky Cristina Barcelona,en,32.758254,"['Español', 'English']","['Drama', 'Romance']","['The Weinstein Company', 'Gravier Productions', 'Antena 3 Films', 'Televisió de Catalunya (TV3)', 'Antena 3 Televisión', 'Mediapro']","['United States of America', 'Spain']"
Arn: Tempelriddaren,sv,6.091033,"['العربية', 'English', 'svenska']","['Action', 'Adventure', 'Drama', 'Romance']","['Danmarks Radio (DR)', 'Telepool', 'AMC Pictures', 'TV4 Sweden', 'SF Norge', 'Molinare Studios', 'Yleisradio (YLE)', 'Svensk Filmindustri (SF)', 'Juonifilmi', 'TV2 Norge', 'Film i Väst', 'Soundchef Studios', 'Arion Communications Ltd.', 'Dagsljus Filmequipment', 'Sheba Films', 'Sandline Production', 'Europa Film Sound Production']",['Sweden']
Boys and Girls,en,9.119797,['English'],"['Comedy', 'Drama', 'Romance']",['Punch 21 Productions'],['United States of America']
White Oleander,en,9.423866,['English'],['Drama'],"['Pandora Filmproduktion', 'John Wells Productions', 'Gaylord Films', 'Warner Bros.', 'Oleandor Productions']","['Germany', 'United States of America']"
Jennifer's Body,en,32.257414,"['Español', 'English']","['Comedy', 'Horror']","['Dune Entertainment', 'Fox Atomic']",['United States of America']
Drowning Mona,en,3.021835,['English'],"['Comedy', 'Crime', 'Mystery']","['Code Entertainment', 'Neverland Films']",['United States of America']
Radio Days,en,7.612849,['English'],"['Comedy', 'Drama']",['Orion Pictures'],['United States of America']
Remember Me,en,36.764666,['English'],"['Drama', 'Romance']",['Summit Entertainment'],['United States of America']
How to Deal,en,3.199784,['English'],"['Drama', 'Comedy', 'Romance']","['Golden Mean', 'Focus Features', 'Radar Pictures']",['United States of America']
My Stepmother is an Alien,en,9.455596,['English'],"['Comedy', 'Science Fiction']","['Weintraub Entertainment Group', 'The Catalina Production Group']",['United States of America']
Philadelphia,en,44.301745,['English'],['Drama'],"['TriStar Pictures', 'Clinica Estetico']",['United States of America']
The Thirteenth Floor,en,19.890428,['English'],"['Thriller', 'Science Fiction', 'Mystery']","['Columbia Pictures', 'Centropolis Film Productions']",['United States of America']
The Cookout,en,0.830596,['English'],"['Comedy', 'Drama']",['Cookout Productions'],['United States of America']
Meteor,en,2.637355,"['English', 'Français', 'Pусский']","['Action', 'Science Fiction', 'Thriller']","['Palladium Productions', 'American International Pictures (AIP)', 'Meteor Joint Venture']",['United States of America']
Duets,en,2.25453,['English'],"['Comedy', 'Drama', 'Music']","['Hollywood Pictures', 'Beacon Pictures', 'Seven Arts Pictures']",['United States of America']
Hollywood Ending,en,8.711782,"['普通话', 'English']","['Comedy', 'Drama']",['DreamWorks SKG'],['United States of America']
Detroit Rock City,en,5.700333,['English'],"['Comedy', 'Music']","['New Line Cinema', 'Base 12 Productions', 'Corrupter Production Service Ltd.', 'Takoma Entertainment', 'KISS Nation']",['United States of America']
Highlander,en,29.253833,['English'],"['Adventure', 'Action', 'Fantasy']","['Davis-Panzer Productions', 'Thorn EMI Screen Entertainment']","['United Kingdom', 'United States of America']"
Things We Lost in the Fire,en,8.842869,['English'],['Drama'],"['DreamWorks SKG', 'Neal Street Productions', 'DreamWorks Pictures', 'Province of British Columbia Production Services Tax Credit']",['United States of America']
Steel,en,2.848727,['English'],"['Science Fiction', 'Action', 'Adventure']","['Quincy Jones-David Salzman Entertainment', 'Warner Bros.', 'DC Entertainment']",['United States of America']
The Immigrant,en,13.832464,"['Latin', 'English', 'Polski']","['Drama', 'Romance']","['Kingsgate Films', 'Worldview Entertainment']",['United States of America']
The White Countess,en,4.488547,"['English', 'Français', '普通话', 'Pусский', 'Español']","['Drama', 'History', 'Family', 'Romance']","['Sony Pictures Classics', 'Shanghai Film Group', 'Merchant Ivory Productions']","['China', 'Germany', 'Russia', 'United Kingdom', 'United States of America']"
Trance,en,38.802415,"['English', 'Français']","['Thriller', 'Crime', 'Drama', 'Mystery']","['Cloud Eight Films', 'Pathé', 'Decibel Films', 'Film4']","['United Kingdom', 'France']"
Soul Plane,en,9.400404,"['Español', 'English']","['Romance', 'Comedy']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America']
Bienvenue chez les ch'tis,fr,18.923181,['Français'],['Comedy'],"['Centre National de la Cinématographie', 'TF1 Films Productions', 'Pathé Renn Productions', 'Hirsch', 'Canal+', 'CinéCinéma', 'Région Nord-Pas-de-Calais', 'Les Productions du Chicon', 'Centre Régional des Ressources Audiovisuelles (CRRAV)']",['France']
Good,en,2.397987,['English'],['Drama'],[],"['Germany', 'United Kingdom']"
Enter the Void,en,20.39955,"['English', '日本語']","['Fantasy', 'Drama']","['BIM Distribuzione', 'Wild Bunch']","['Canada', 'France', 'Germany', 'Italy']"
Vamps,en,7.251897,['English'],"['Comedy', 'Romance', 'Horror']","['Lucky Monkey Pictures', 'Red Hour Films']",['United States of America']
Hachi: A Dog's Tale,en,43.217089,"['English', '日本語']","['Drama', 'Family']","['Grand Army Entertainment', 'Scion Films', 'Inferno Distribution', 'Stage 6 Films', 'Hachiko', 'Opperman Viner Chrystyn Entertainment']","['United Kingdom', 'United States of America']"
Zulu,en,14.529496,['English'],"['Crime', 'Drama', 'Thriller']","['Eskwad', 'M6 Films', 'Canal+', 'Pathé', 'Ciné+', 'Lobster Tree', 'W9']","['South Africa', 'France']"
The Homesman,en,20.59148,['English'],"['Western', 'Drama']","['The Javelina Film Company', 'EuropaCorp', 'Ithaca Pictures']","['France', 'United States of America']"
Juwanna Mann,en,2.244947,['English'],"['Comedy', 'Drama']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
Ararat,en,1.326264,"['', 'English', 'Français', 'Deutsch', 'Türkçe']","['War', 'Drama']","['Alliance Atlantis Communications', 'Serendipity Point Films', 'Ego Film Arts']","['Canada', 'France']"
Madison,en,0.212108,['English'],"['Action', 'Adventure', 'Drama']",[],['United States of America']
Slow Burn,en,6.630856,['English'],"['Mystery', 'Crime', 'Drama', 'Thriller']","['Sidney Kimmel Entertainment', 'Greenestreet Films', 'Longfellow Pictures', 'Bonnie Timmermann Productions']",['United States of America']
Wasabi,fr,18.20957,"['Français', '日本語', 'Pусский']","['Drama', 'Action', 'Comedy']","['Canal Plus', 'TF1 Films Productions', 'Tobis', 'Destiny', 'EuropaCorp']","['Japan', 'France']"
Slither,en,17.327279,"['English', 'Français']","['Comedy', 'Horror', 'Science Fiction']",['Universal Pictures'],"['Canada', 'United States of America']"
Beverly Hills Cop,en,29.843818,['English'],"['Action', 'Comedy', 'Crime']","['Paramount Pictures', 'Eddie Murphy Productions']",['United States of America']
Home Alone,en,2.186927,['English'],"['Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",['United States of America']
Three Men and a Baby,es,12.335827,"['English', 'Français', 'Pусский']","['Family', 'Comedy', 'Drama']","['Touchstone Pictures', 'Interscope Communications']",['United States of America']
Tootsie,en,20.818567,['English'],"['Comedy', 'Romance']","['Columbia Pictures Corporation', 'Mirage Enterprises', 'Punch Productions', 'Delphi Films', 'The Criterion Collection']",['United States of America']
Top Gun,en,58.900647,['English'],"['Action', 'Romance', 'War']",['Paramount Pictures'],['United States of America']
卧虎藏龙,zh,45.742254,['普通话'],"['Adventure', 'Drama', 'Action', 'Romance']","['Sony Pictures Classics', 'China Film Co-Production Corporation', 'Columbia Pictures Film Production Asia', 'Good Machine', 'EDKO Film', 'Asia Union Film & Entertainment Ltd.', 'United China Vision', 'Zoom Hunt International Productions Company Ltd.']","['China', 'Hong Kong', 'Taiwan', 'United States of America']"
American Beauty,en,80.878605,['English'],['Drama'],"['DreamWorks SKG', 'Jinks/Cohen Company']",['United States of America']
The King's Speech,en,54.053576,['English'],"['Drama', 'History']","['The Weinstein Company', 'UK Film Council', 'Bedlam Productions', 'See-Saw Films', 'Aegis Film Fund', 'FilmNation Entertainment', 'Momentum Pictures', 'Molinare Investment']",['United Kingdom']
Twins,en,17.638286,['English'],['Comedy'],['Universal Pictures'],['United States of America']
The Yellow Handkerchief,en,3.803495,['English'],"['Drama', 'Romance']",['area japan'],['United States of America']
The Color Purple,en,17.571533,['English'],['Drama'],"['Amblin Entertainment', 'The Guber-Peters Company', 'Warner Bros.']",['United States of America']
해운대,ko,4.628525,"['English', '한국어/조선말']","['Action', 'Adventure', 'Drama', 'Thriller']","['Polygon Entertainment', 'CJ Entertainment', 'Doosabu Film']",['South Korea']
The Imitation Game,en,145.364591,['English'],"['History', 'Drama', 'Thriller', 'War']","['Black Bear Pictures', 'Bristol Automotive']",['United Kingdom']
Private Benjamin,en,12.18838,['English'],['Comedy'],['Warner Bros.'],['United States of America']
Coal Miner's Daughter,en,3.826685,['English'],"['Drama', 'Music']",['Universal Pictures'],['United States of America']
Diary of a Wimpy Kid,en,21.095489,['English'],"['Comedy', 'Family']","['Dune Entertainment', 'Color Force', 'Dayday Films']","['United Kingdom', 'United States of America']"
Mama,en,47.455148,['English'],['Horror'],"['Universal Pictures', 'Toma 78', 'De Milo']","['Spain', 'Canada']"
National Lampoon's Vacation,en,22.838834,['English'],"['Comedy', 'Adventure', 'Romance']",['Warner Bros.'],['United States of America']
Jackass Presents: Bad Grandpa,en,27.165222,['English'],['Comedy'],"['Paramount Pictures', 'MTV Films', 'Dickhouse Productions']",['United States of America']
The Queen,en,19.113278,"['Deutsch', 'English', 'Français']",['Drama'],"['BIM Distribuzione', 'Granada Film Productions', 'Scott Rudin Productions', 'Pathé Renn Productions', 'Pathé Pictures International', 'Canal+', 'Future Films', 'France 3 Cinema']","['France', 'Italy', 'United Kingdom', 'United States of America']"
Beetlejuice,en,58.553213,['English'],"['Fantasy', 'Comedy']","['Geffen Company, The', 'Warner Bros.']",['United States of America']
Why Did I Get Married?,en,2.005111,['English'],"['Comedy', 'Drama']",['Lions Gate Films'],['United States of America']
Little Women,en,16.418639,"['English', 'Deutsch', 'Français']","['Drama', 'Romance']",['Columbia Pictures'],['United States of America']
The Woman in Black,en,43.675191,['English'],"['Drama', 'Horror', 'Thriller']","['Hammer Film Productions', 'UK Film Council', 'Alliance Films', 'Film i Väst', 'Talisman Productions', 'Cross Creek Pictures', 'Exclusive Media Group', 'Filmgate Films']","['Canada', 'Sweden', 'United Kingdom']"
When a Stranger Calls,en,4.688212,['English'],"['Horror', 'Thriller']","['Davis Entertainment', 'Screen Gems']",['United States of America']
Big Fat Liar,en,9.125594,"['English', 'Français', 'Italiano']","['Comedy', 'Family']",['Universal Pictures'],['United States of America']
The Deer Hunter,en,19.786392,"['English', 'Français', 'Pусский', 'Tiếng Việt']","['Drama', 'War']","['Universal Pictures', 'EMI Films Ltd.']","['United Kingdom', 'United States of America']"
Wag the Dog,en,13.581966,"['shqip', 'English']","['Comedy', 'Drama']","['New Line Cinema', 'Tribeca Productions', 'Baltimore Pictures']",['United States of America']
The Lizzie McGuire Movie,en,11.927667,"['Italiano', 'English']","['Family', 'Comedy']","['Walt Disney Pictures', 'Teen Life Productions']",['United States of America']
Snitch,en,30.556135,"['English', 'Español']","['Thriller', 'Drama']","['Front Street Productions', 'Participant Media', 'Imagenation Abu Dhabi FZ', 'Exclusive Media Group', 'Spitfire Pictures']","['United States of America', 'United Arab Emirates']"
Krampus,en,31.565117,"['Deutsch', 'English']","['Horror', 'Comedy', 'Fantasy']","['Universal Pictures', 'Legendary Pictures']",['United States of America']
The Faculty,en,21.535126,['English'],"['Horror', 'Mystery', 'Science Fiction']","['Dimension Films', 'Los Hooligans Productions']",['United States of America']
What's Love Got to Do with It,en,7.921311,['English'],"['Drama', 'Music']",['Touchstone Pictures'],['United States of America']
Cop Land,en,19.284129,['English'],"['Action', 'Crime', 'Drama']","['Miramax Films', 'Across the River Productions', 'Woods Entertainment']",['United States of America']
Not Another Teen Movie,en,23.423082,['English'],['Comedy'],"['Original Film', 'Columbia Pictures Corporation', 'Neal H. Moritz Productions']",['United States of America']
End of Watch,en,49.517264,"['English', 'Español']","['Crime', 'Drama', 'Thriller']","['Emmett/Furla Films', 'Exclusive Media Group', 'Hedge Fund Film Partners', 'Crave Films', 'Knightsbridge Entertainment', 'Le Grisbi Productions', '5150 Action']",['United States of America']
The Skulls,en,11.375032,['English'],"['Crime', 'Drama', 'Thriller']","['Universal Pictures', 'Original Film', 'Newmarket Capital Group', 'Cranium Films']","['Canada', 'United States of America']"
The Theory of Everything,en,61.182331,"['Latin', 'English', 'Français', 'Italiano']","['Drama', 'Romance']",['Working Title Films'],['United Kingdom']
Malibu's Most Wanted,en,7.314796,['English'],"['Comedy', 'Crime']","['Karz Entertainment', 'Big Ticket Productions', 'Warner Bros.']",['United States of America']
Where the Heart Is,en,6.857923,['English'],"['Comedy', 'Drama', 'Romance']","['Twentieth Century Fox Film Corporation', 'Wind Dancer Films']",['United States of America']
Lawrence of Arabia,en,41.286336,"['العربية', 'English', 'Türkçe']","['Adventure', 'Drama', 'History', 'War']",['Horizon Pictures (II)'],['United Kingdom']
Halloween II,en,12.929525,['English'],['Horror'],"['Dimension Films', 'Spectacle Entertainment Group', 'Trancas International Films']",['United States of America']
Wild,en,42.952942,['English'],['Drama'],"['Fox Searchlight Pictures', 'Pacific Standard', 'bob industries']",['United States of America']
The Last House on the Left,en,19.760383,['English'],"['Crime', 'Thriller', 'Horror', 'Drama']","['Rogue Pictures', 'Film Afrika', 'Sean S. Cunningham Films']",['United States of America']
The Wedding Date,en,10.194097,['English'],"['Comedy', 'Romance']","['26 Films', 'Gold Circle Films', 'Visionview Production']",['United States of America']
Halloween: Resurrection,en,11.045593,['English'],"['Horror', 'Thriller']",['Dimension Films'],['United States of America']
The Princess Bride,en,44.533612,['English'],"['Adventure', 'Family', 'Fantasy', 'Comedy', 'Romance']","['Act III Communications', 'The Princess Bride Ltd.', 'Buttercup Films Ltd.']",['United States of America']
The Great Debaters,en,10.84158,['English'],['Drama'],"['The Weinstein Company', 'Harpo Films', 'Marshall Production']",['United States of America']
Drive,en,49.294864,['English'],"['Drama', 'Action', 'Thriller', 'Crime']","['Bold Films', 'Marc Platt Productions', 'Odd Lot Entertainment', 'FilmDistrict', 'Motel Movies', 'Newbridge Film Capital']",['United States of America']
Confessions of a Teenage Drama Queen,en,7.424798,['English'],['Comedy'],['Walt Disney Pictures'],"['Germany', 'United States of America']"
The Object of My Affection,en,5.164281,['English'],"['Comedy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation'],['United States of America']
28 Weeks Later,en,34.759855,['English'],"['Horror', 'Thriller', 'Science Fiction']","['DNA Films', 'Figment Films', 'Sociedad General de Cine S.A.', 'UK Film Council', 'Fox Atomic', 'Koan Films']","['Spain', 'United Kingdom']"
When the Game Stands Tall,en,7.297757,['English'],['Drama'],"['Mandalay Pictures', 'Affirm Films']",['United States of America']
Because of Winn-Dixie,en,3.334804,['English'],"['Comedy', 'Drama', 'Family']",['Twentieth Century Fox Film Corporation'],['United States of America']
Love & Basketball,en,2.027393,"['English', 'Español']","['Action', 'Comedy', 'Drama', 'Romance']",['40 Acres & A Mule Filmworks'],['United States of America']
Grosse Pointe Blank,en,13.817269,['English'],"['Action', 'Comedy', 'Thriller', 'Romance']","['Caravan Pictures', 'Hollywood Pictures', 'Roger Birnbaum Productions']",['United States of America']
All About Steve,en,13.237835,"['Español', 'English']",['Comedy'],"['Dune Entertainment', 'Fox 2000 Pictures', 'Fortis Films', 'Dune Entertainment III', 'Radar Pictures']",['United States of America']
Book of Shadows: Blair Witch 2,en,3.890223,['English'],"['Mystery', 'Thriller', 'Horror']","['Artisan Entertainment', 'Haxan Films']",['United States of America']
The Craft,en,19.517239,['English'],"['Drama', 'Fantasy', 'Horror', 'Thriller']",['Columbia Pictures'],['United States of America']
Match Point,en,30.669913,['English'],"['Drama', 'Thriller', 'Crime', 'Romance']",['DreamWorks'],"['Ireland', 'Luxembourg', 'Russia', 'United Kingdom', 'United States of America']"
Ramona and Beezus,en,9.681147,['English'],"['Comedy', 'Family']","['Dune Entertainment', 'DiNovi Pictures']",['United States of America']
The Remains of the Day,en,15.355589,['English'],"['Drama', 'Romance']","['Columbia Pictures', 'Merchant Ivory Productions']","['United Kingdom', 'United States of America']"
Boogie Nights,en,19.85579,['English'],['Drama'],"['New Line Cinema', 'Ghoulardi Film Company', 'Lawrence Gordon Productions']",['United States of America']
Nowhere to Run,en,11.689337,['English'],"['Action', 'Adventure', 'Drama', 'Thriller']",['Columbia Pictures'],['United States of America']
Flicka,en,3.043589,['English'],['Drama'],"['Twentieth Century Fox Film Corporation', 'Fox 2000 Pictures', 'Zucker/Netter Productions']","['United Kingdom', 'United States of America']"
The Hills Have Eyes II,en,17.141376,"['English', 'Español']","['Horror', 'Thriller']","['Dune Entertainment', 'Craven-Maddalena Films', 'Fox Atomic']",['United States of America']
Urban Legends: Final Cut,en,8.885017,['English'],['Horror'],"['Original Film', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']","['Canada', 'United States of America']"
Tuck Everlasting,en,4.115398,"['English', 'Français']","['Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']",['Walt Disney Pictures'],['United States of America']
The Marine,en,7.679336,"['العربية', 'English']","['Action', 'Adventure', 'Drama', 'Thriller']","['Twentieth Century Fox Film Corporation', 'Pacific Film and Television Commission', 'WWE Studios']",['United States of America']
Keanu,en,18.268009,['English'],"['Action', 'Comedy']",['New Line Cinema'],['United States of America']
Country Strong,en,7.809701,['English'],"['Drama', 'Romance']","['Maguire Entertainment', 'Screen Gems', 'Sony Pictures Home Entertainment']",['United States of America']
Disturbing Behavior,en,9.378688,['English'],"['Mystery', 'Horror', 'Science Fiction']","['Village Roadshow Pictures', 'Beacon Communications', 'Hoyts Film Partnership', 'Metro-Goldwyn-Mayer (MGM)', 'Behavioral Problem Productions Ltd.']","['Australia', 'United States of America']"
The Place Beyond the Pines,en,35.395129,"['English', 'Español']","['Drama', 'Crime']","['Sidney Kimmel Entertainment', 'Electric City Entertainment', 'Verisimilitude']",['United States of America']
The November Man,en,45.317278,['English'],"['Crime', 'Action', 'Thriller']","['Irish Dreamtime', 'Relativity Media', 'SPD Films']","['United Kingdom', 'United States of America']"
Eye of the Beholder,en,4.302941,"['English', 'Français']","['Drama', 'Mystery', 'Thriller']",['Destination Films'],"['Australia', 'Canada', 'United Kingdom']"
The Hurt Locker,en,47.006162,"['English', 'العربية', 'Türkçe']","['Drama', 'Thriller', 'War']","['Summit Entertainment', 'Kingsgate Films', 'Grosvenor Park Media Ltd.', 'Voltage Pictures', 'Film Capital Europe Funds (FCEF )', 'First Light Production']",['United States of America']
Firestarter,en,11.379652,"['English', 'Italiano']","['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller']","['Universal Pictures', 'Dino De Laurentiis Company']",['United States of America']
Killing Them Softly,en,24.612603,['English'],"['Crime', 'Thriller']","['Plan B Entertainment', '1984 Private Defense Contractors', 'Annapurna Pictures', 'Inferno Entertainment', 'Chockstone Pictures']",['United States of America']
A Most Wanted Man,en,26.708193,['English'],['Thriller'],"['Senator Film Produktion', 'Lionsgate', 'FilmNation Entertainment', 'Film4', 'Demarest Films', 'The Ink Factory', 'Potboiler Productions', 'Amusement Park Films']","['United Kingdom', 'United States of America', 'Germany']"
Freddy Got Fingered,en,8.710294,['English'],['Comedy'],"['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'MBST/Lloyd Productions']",['United States of America']
VeggieTales: The Pirates Who Don't Do Anything,en,1.800119,[],"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']","['Starz Animation', 'Big Idea Productions', 'Arc Productions']",['United States of America']
U2 3D,en,0.335195,['English'],"['Music', 'Documentary']","['National Geographic Entertainment', '3ality Digital Entertainment']",['United States of America']
Highlander: Endgame,en,11.782725,"['English', 'Français', '']","['Action', 'Fantasy', 'Science Fiction']","['Davis-Panzer Productions', 'Dimension Films']",['United States of America']
Idlewild,en,2.711955,['English'],"['Crime', 'Drama', 'Music']","['Atlas Entertainment', 'Forensic Films', 'HBO Films']",['United States of America']
One Day,en,16.629173,['English'],"['Drama', 'Romance']","['Film 4', 'Color Force']","['United Kingdom', 'United States of America']"
Whip It,en,20.05902,['English'],['Drama'],"['Dune Entertainment', 'Mandate Pictures', 'Vincent Pictures', 'Barry Mendel Productions', 'Flower Films (II)', 'Rye Road Productions', 'Babe Ruthless Productions']",['United States of America']
Knockaround Guys,en,8.113634,"['Český', 'English']","['Crime', 'Thriller']",['Lawrence Bender Productions'],['United States of America']
Confidence,en,9.87419,['English'],"['Action', 'Comedy', 'Thriller', 'Crime']","['Cinerenta Medienbeteiligungs KG', 'Lionsgate', 'Ignite Entertainment']","['Canada', 'Germany', 'United States of America']"
The Muse,en,2.857936,['English'],"['Fantasy', 'Comedy']",['October Films'],['United States of America']
De-Lovely,en,3.138118,"['English', 'Français', 'Italiano']","['Drama', 'Music']","['Metro-Goldwyn-Mayer (MGM)', 'Winkler Films', 'Potboiler Productions']","['United Kingdom', 'United States of America']"
New York Stories,en,6.684096,['English'],"['Comedy', 'Drama', 'Romance']",['Touchstone Pictures'],['United States of America']
Barney's Great Adventure,en,0.722911,['English'],['Family'],"['PolyGram Filmed Entertainment', 'Lyrick Studios']",['United States of America']
The Man with the Iron Fists,en,17.672021,['English'],['Action'],"['Arcade Pictures', 'Iron Fists']","['Hong Kong', 'United States of America']"
Home Fries,en,3.033471,['English'],"['Drama', 'Comedy', 'Romance']","['Warner Bros.', 'Baltimore Pictures', 'Kasdan Pictures']",['United States of America']
Here On Earth,en,3.313257,['English'],['Romance'],"['Fox 2000 Pictures', 'Friendly Productions']",['United States of America']
Brazil,en,41.089863,['English'],"['Comedy', 'Science Fiction']",['Embassy International Pictures'],['United Kingdom']
Raise Your Voice,en,10.9071,"['English', 'Français']","['Music', 'Drama', 'Romance']","['New Line Cinema', 'FilmEngine', 'Brookwell-McNamara Entertainment', 'ChickFlick Productions']",['United States of America']
The Big Lebowski,en,49.230089,"['English', 'עִבְרִית', 'Español', 'Deutsch']","['Comedy', 'Crime']","['Gramercy Pictures', 'PolyGram Filmed Entertainment', 'Working Title Films']","['United Kingdom', 'United States of America']"
Black Snake Moan,en,11.429607,"['Český', 'English']",['Drama'],['Paramount Classics'],['United States of America']
Dark Blue,en,6.373316,['English'],"['Action', 'Crime', 'Drama', 'Thriller']","['United Artists', 'Intermedia Films', 'IM Filmproduktion', 'Cosmic Pictures', 'Metro-Goldwyn-Mayer (MGM)', 'Alphaville Films']","['Germany', 'United Kingdom', 'United States of America']"
A Mighty Heart,en,9.717392,"['English', 'Français', 'اردو']","['Drama', 'Thriller']","['Plan B Entertainment', 'Revolution Films', 'Paramount Vantage']","['France', 'United Kingdom', 'Pakistan', 'United States of America']"
Whatever It Takes,en,8.074807,['English'],"['Drama', 'Comedy', 'Romance']",['Columbia Pictures Corporation'],['United States of America']
Boat Trip,en,7.034752,"['English', 'Español', 'svenska']",['Comedy'],"['Motion Picture Corporation of America', 'Artisan Entertainment']","['Germany', 'United States of America']"
The Importance of Being Earnest,en,7.250379,"['Deutsch', 'English']","['Comedy', 'Drama', 'History', 'Romance']",['Ealing Studios'],"['France', 'United Kingdom', 'United States of America']"
The Love Letter,en,0.116873,[],"['Comedy', 'Drama', 'Fantasy', 'Romance']",[],[]
Hoot,en,7.712206,['English'],"['Drama', 'Family']","['The Kennedy/Marshall Company', 'Hoot Productions LLC', 'Walden Media']",['United States of America']
In Bruges,en,25.329493,['English'],"['Comedy', 'Drama', 'Crime']","['Blueprint Pictures', 'Scion Films', 'Film4', 'Focus Features', 'Twins Financing']","['United Kingdom', 'United States of America']"
Peeples,en,5.112809,['English'],['Comedy'],"['34th Street Films', 'Homegrown Pictures']",['United States of America']
The Rocker,en,13.832376,"['English', 'Français']","['Comedy', 'Music']",['Fox Atomic'],['United States of America']
